"customer_id","first_name","last_name","gender","dob","job_industry_category_id","wealth_segment_id","deceased_indicator","address_id","property_valuation"
247,Kristal,Joysey,Female,1983-05-06,24,4,N,4713,8
248,Inger,Eskell,Female,1978-04-15,146,2,N,584,7
249,D'arcy,Slay,Male,1992-09-13,400,3,N,1449,7
250,Kristofer,"",Male,1988-04-15,757,6,N,6397,1
251,Mala,"",Female,1977-12-24,337,2,N,6127,2
252,Anthea,Ruskin,Female,1983-01-24,577,6,N,7097,7
253,Amalee,Choak,Female,1997-05-11,604,6,N,4611,5
254,Barbie,Rubi,Female,1961-09-22,133,5,N,4870,6
255,Keeley,Kruger,Female,1954-01-15,152,5,N,5019,6
256,Linell,Beadle,Female,1975-05-07,73,4,N,445,2
257,Marissa,"",Female,1966-02-08,398,2,N,3923,1
258,Othella,Keher,Female,1992-05-03,975,3,N,4451,10
259,Venita,Dymick,Female,1983-07-22,87,4,N,5284,9
260,Farand,Marriner,Female,1979-08-30,179,4,N,1222,10
261,Marve,Pryn,Male,1977-10-15,191,5,N,2334,9
262,Cordie,Petrelli,Male,1977-12-23,465,4,N,5520,10
263,Tonia,Leigh,Female,1985-11-19,264,3,N,7893,10
264,Jedd,Spiby,Male,1977-12-07,643,5,N,2833,9
265,Pennie,Stoile,Male,1965-10-05,4,4,N,2092,7
266,Lelia,Garatty,Female,1989-07-19,287,1,N,289,10
267,Edgar,Buckler,U,,397,3,N,3700,2
268,Kacie,Kidston,Female,1978-10-18,948,5,N,2488,12
269,Zacherie,Grindley,Male,1954-09-19,1046,6,N,6993,9
270,Auberta,Roundtree,Female,1970-12-10,42,6,N,5776,8
271,Doll,Burtwell,Female,1991-02-13,107,5,N,1854,4
272,Arlie,Crean,Female,1987-06-06,981,6,N,4774,8
273,Nevile,Abraham,Male,1963-04-22,677,5,N,473,8
274,Tessi,Hesse,Female,1976-09-15,652,6,N,5578,12
275,Dud,"",Male,1955-07-27,665,3,N,7389,11
276,Goldi,Dwine,Female,1990-03-25,908,5,N,4720,8
277,Jehanna,Alvarado,Female,1956-02-19,959,3,N,3985,6
278,Sydney,Georger,Male,1997-07-30,186,2,N,4588,5
279,Tamera,Hinckes,Female,1981-09-09,88,5,N,4500,6
280,Welch,MacAllaster,Male,1995-03-22,407,2,N,7150,11
281,Jeanette,Sizzey,Female,1972-12-27,507,4,N,5977,12
282,Lauren,Curcher,Male,1989-10-27,158,4,N,7681,7
283,Sari,Noye,Female,1991-02-04,194,5,N,5801,8
284,Seth,Moorman,Male,1986-04-11,521,4,N,3445,7
285,Julee,Janovsky,Female,1977-11-19,703,5,N,4089,9
286,Kiley,Canaan,Male,1989-08-01,95,2,N,7788,9
287,Hannie,Wodham,Female,1985-05-06,22,1,N,4642,5
288,Ebenezer,Seedman,Male,1985-09-08,900,3,N,1352,8
289,Modestia,Lithgow,Female,1970-04-12,146,3,N,7771,2
290,Giorgio,Kevane,U,,771,5,N,7602,7
291,Aime,Burston,Female,1971-10-22,848,5,N,2678,6
292,Gelya,Gerant,Female,1961-11-24,959,2,N,1928,8
293,Virgilio,Willcocks,Male,1989-12-10,98,6,N,1605,7
294,Magnum,Slowan,Male,1959-04-01,834,3,N,6874,8
295,Lena,Chape,Female,1964-12-26,898,6,N,1365,9
296,Marshal,Rathbone,Male,1972-06-19,465,4,N,1435,9
297,Cecile,MacLise,Female,1959-04-27,1014,3,N,975,7
298,Maurise,Lenglet,Male,1956-08-15,790,3,N,6514,7
299,Corabelle,Hartnell,Female,1956-09-15,500,6,N,1931,9
300,Malachi,Hadcroft,Male,1956-06-22,146,5,N,2002,11
301,Hildy,Bilbrook,Female,1980-10-10,817,3,N,5249,4
302,Laurice,Colgrave,Female,1977-03-27,465,5,N,7988,3
303,Shane,Smetoun,Female,1974-08-15,192,6,N,1270,9
304,Paddy,Mumbray,Male,1969-03-27,449,6,N,703,5
305,Cris,Chellam,Female,1974-03-17,521,5,N,6300,7
306,Ruy,Adanet,Male,1973-08-02,934,3,N,1018,9
307,Ruben,Handlin,Male,1984-08-18,146,2,N,7861,10
308,Iver,Dobsons,Male,1983-03-09,931,3,N,208,10
309,Maurizia,Ligerton,Female,1974-10-02,146,6,N,1218,8
310,Myranda,Clowser,Female,1985-02-13,893,6,N,2808,3
311,Jaimie,Halms,Female,1957-08-16,840,3,N,5412,10
312,Garek,Prattin,Male,1958-03-17,166,2,N,6734,7
313,Theo,McKune,Male,1987-12-22,1013,6,N,1718,10
314,Catie,Advani,Female,1962-08-25,636,4,N,3561,2
315,Lisa,Odlin,Female,1958-04-16,17,1,N,4612,8
316,Genni,Larway,Female,1976-06-01,329,6,N,4917,2
317,Elicia,Dahler,Female,1974-02-10,56,6,N,517,5
318,Libbie,Castelin,Female,1969-05-19,609,2,N,415,6
319,Madelle,Matteris,Female,1971-10-11,585,6,N,3800,9
320,Aldous,Cubin,Male,1997-02-09,934,5,N,3901,9
321,Christean,Finnes,Female,1973-09-15,682,5,N,6869,8
322,De,Denington,Female,1977-03-10,211,6,N,4260,10
323,Celka,Goodrich,Female,1973-06-04,87,6,N,613,8
324,Franz,Lyptrit,Male,1986-08-05,545,6,N,730,8
325,Anthia,Ghilardini,Female,1971-09-26,250,2,N,166,4
326,Guenna,Spensly,Female,1980-02-16,177,5,N,72,9
327,Cris,Richfield,Female,1968-07-24,557,5,N,2560,8
328,Bernice,Kings,Female,1991-04-11,897,5,N,3860,8
329,Garvy,Berthel,Male,1984-11-20,764,4,N,1172,5
330,Port,Pancost,Male,1959-06-03,129,4,N,3969,2
331,Ford,Groucock,Male,1998-09-23,105,6,N,718,6
332,Liza,Trouel,Female,1978-08-19,934,3,N,6968,8
333,Debbi,Doohey,Female,1965-06-20,90,2,N,6370,10
334,Fredi,Iannuzzelli,Female,1999-05-20,107,2,N,5530,12
335,Debee,Martynov,Female,1983-04-19,3,1,N,1487,8
336,Georgiana,Wallington,Female,1980-01-06,900,3,N,2224,10
337,Shaylah,Urquhart,Female,1979-10-08,518,4,N,4753,8
338,Hilliary,Littrell,Female,1958-03-14,465,5,N,1821,10
339,Nanny,Casero,Female,1980-01-11,178,5,N,6783,11
340,Joshuah,Purvey,Male,1973-07-31,523,6,N,3374,9
341,Jeremiah,Wasling,Male,1976-08-25,754,5,N,1288,9
342,Winslow,Hammant,Male,1987-05-19,522,3,N,4817,10
343,Nicole,Johananoff,Female,1957-08-14,994,1,N,4593,9
344,Carlene,Eyckelbeck,Female,1973-07-18,568,4,N,1464,10
345,Tish,Oleksiak,Female,1989-02-03,647,4,N,4086,11
346,Timmie,Eisikowitz,Male,1981-03-15,521,5,N,6934,9
347,Berkly,Grishinov,Male,1965-06-06,242,5,N,1528,10
348,Gan,Devoy,Male,1980-11-01,1037,6,N,1205,6
349,Vinnie,Usherwood,Female,1981-04-15,607,3,N,1819,9
350,Carmela,Jesper,Female,1977-12-09,146,6,N,7828,5
351,Dev,Hafner,Male,1999-05-12,504,6,N,5912,8
352,Orrin,Finding,Male,1979-07-08,4,5,N,1026,3
353,Antonia,Cardis,Female,1980-10-09,354,5,N,5235,9
354,Mavra,Donavan,Female,1980-11-26,917,5,N,6298,9
355,Stacy,Gullane,Female,1979-06-01,674,6,N,698,4
356,Nichole,"",Female,1975-03-30,438,3,N,3676,7
357,Betta,Shrimpton,Female,1969-01-25,751,1,N,7740,11
358,Kippie,Crimpe,Female,1985-12-27,240,5,N,2056,7
359,Dulcine,Gauson,Female,1958-11-28,774,2,N,2076,12
360,Atalanta,Starbucke,Female,1956-04-02,894,6,N,4514,9
361,Stephana,Minero,Female,1999-03-27,92,6,N,3540,5
362,Jamima,Pirolini,Female,1974-11-17,350,4,N,3017,10
363,Sabrina,Caddy,Female,1988-03-04,623,6,N,5580,12
364,Leontyne,Simpkiss,Female,1976-09-30,586,1,N,631,6
365,Romona,Capitano,Female,1976-06-27,832,3,N,4149,10
366,Constance,Ucchino,Female,1954-01-08,438,3,N,7258,4
367,Katrinka,Sturrock,Female,1985-02-17,888,6,N,7323,4
368,Lacee,Roan,Female,1986-11-26,908,3,N,1793,8
369,Alic,Trenear,Male,1991-08-24,633,6,N,2671,9
370,Trstram,Bondesen,Male,1998-07-27,331,2,N,875,10
371,Pernell,Favelle,Male,1954-07-06,744,5,N,756,9
372,Moina,Thumim,Female,1987-08-13,660,2,N,760,7
373,Eva,Colenutt,Female,2000-08-26,927,4,N,3932,5
374,Valdemar,MacCoughen,Male,1992-01-22,721,6,N,424,9
375,Salvidor,Renzo,Male,1976-08-23,714,6,N,6520,7
376,Marena,Brunotti,Female,1966-10-24,107,6,N,5277,1
377,Levy,Bonavia,Male,1999-05-19,830,5,N,4110,12
378,Raquela,Yuille,Female,1974-05-04,872,5,N,2164,5
379,Bert,Ainslie,Male,1980-03-13,900,4,N,7085,8
380,Teriann,Birdsey,Female,1956-05-15,717,5,N,5709,7
381,Leesa,Castleman,Female,1996-11-30,628,1,N,2218,9
382,Issiah,Fardell,Male,1985-08-14,474,6,N,2263,8
383,Barclay,Shalders,Male,1978-07-15,814,1,N,2413,10
384,Friederike,Bestar,Female,1976-08-06,908,1,N,2392,8
385,Kendall,Humes,Male,1966-12-07,993,3,N,4524,9
386,Ethelyn,Pincott,Female,1990-10-27,189,5,N,6467,10
387,Spike,Thieme,Male,1977-02-19,270,5,N,909,2
388,Carlye,Bartle,Female,1966-05-25,908,6,N,2683,8
389,Dorene,Scrivner,Female,1975-04-27,537,2,N,4560,10
390,Royall,Slimings,Male,1997-11-25,988,1,N,170,5
391,Duffie,Woodier,Male,1970-03-25,523,5,N,5519,7
392,Brandyn,Morrid,Male,1978-06-14,247,5,N,5298,11
393,Cesaro,Isbell,Male,1955-02-08,21,6,N,6039,7
394,Roanne,Cowthard,Female,1977-06-06,757,4,N,3243,12
395,Penn,Burkinshaw,Male,1976-11-27,295,4,N,5360,3
396,Peria,Iscowitz,Female,1967-01-25,767,4,N,6020,11
397,Nerissa,Foote,Female,1981-09-02,937,2,N,5489,5
398,Randee,Douberday,Female,1969-01-18,585,1,N,6018,1
399,Nickie,Neissen,Male,1976-07-18,768,2,N,387,3
400,Sibeal,Fellow,Female,1962-05-19,521,5,N,6774,4
401,Halette,Helling,Female,1986-12-11,1037,5,N,857,8
402,Berne,Donegan,Male,1977-06-03,235,1,N,6481,1
403,Easter,Laffoley-Lane,Female,1975-10-17,670,6,N,580,8
404,Sinclair,Sustins,Male,1995-12-17,227,2,N,4788,10
405,Vivien,Urion,Female,1971-09-28,900,4,N,5974,9
406,Rhona,Spilsburie,Female,1987-06-16,521,3,N,7318,8
407,Chryste,Acum,Female,1979-01-12,831,4,N,6325,8
408,Kurtis,Baistow,Male,1991-08-31,721,1,N,2578,3
409,Tatiania,O'Kane,Female,1978-01-23,648,6,N,7341,9
410,Alicia,Townend,Female,1990-04-09,191,6,N,2879,8
411,Cathyleen,Bern,Female,1977-03-31,924,3,N,6510,9
412,Evanne,Feechum,Female,1960-04-23,397,3,N,2427,4
413,Simone,Denys,Male,1957-12-22,432,4,N,2640,8
414,Thorin,Grimoldby,Male,1976-07-16,652,3,N,7314,1
415,Conchita,Jeans,Female,1955-05-31,721,2,N,4825,8
416,Dory,Barnsdall,Female,1997-06-23,932,6,N,4557,7
417,Fernandina,Brambley,Female,1971-02-17,36,5,N,768,3
418,Jere,Ding,Female,1958-12-22,568,5,N,6725,11
419,Chrissie,Bernardini,Female,1981-01-26,449,1,N,625,2
420,Clem,Leek,Male,1958-07-05,537,3,N,7830,11
421,Tish,Netti,Female,1999-03-19,4,6,N,982,3
